Locus_ID,log2FoldChange
LOC105670091,0.470878943
LOC105670092,0.22586313
LOC105670093,-0.427336139
LOC105670094,0.069800465
LOC105670095,0.668278004
LOC105670096,-0.255323064
LOC105670097,0.495774537
LOC105670098,0.362679698
LOC105670099,0.454718685
LOC105670100,1.182800465
LOC105670101,0.072353473
LOC105670102,-0.038394864
LOC105670103,-0.012264926
LOC105670104,0.293119704
LOC105670105,0.603799725
LOC105670106,-0.11387569
LOC105670107,0.143745088
LOC105670108,0.488240682
LOC105670109,-0.125001916
LOC105670110,0.480461728
LOC105670111,0.41605018
LOC105670112,0.588566411
LOC105670113,0.192637819
LOC105670114,0.149152497
LOC105670115,0.299838832
LOC105670116,0.149152497
LOC105670117,-0.181152835
LOC105670118,-0.604180183
LOC105670119,0.006304853
LOC105670120,0.32783139
LOC105670121,0.017735708
LOC105670122,0.579243601
LOC105670123,-0.053632893
LOC105670124,0.148779772
LOC105670125,0.447222804
LOC105670126,0.242905976
LOC105670127,-0.328007766
LOC105670128,-0.035575152
LOC105670129,0.230339397
LOC105670130,0.090086714
LOC105670131,-0.527827833
LOC105670132,-0.382990732
LOC105670133,0.566497217
LOC105670134,0.21495679
LOC105670135,-0.225644498
LOC105670136,0.260744099
LOC105670137,-0.168988596
LOC105670138,0.3370729
LOC105670139,0.970991149
LOC105670140,-0.110886676
LOC105670141,-0.189963122
LOC105670142,-0.228875811
LOC105670143,0.13646487
LOC105670144,0.807456839
LOC105670145,0.194211293
LOC105670146,0.708455283
LOC105670147,0.364777456
LOC105670148,-0.213201569
LOC105670149,0.242195495
LOC105670150,-0.875362147
LOC105670151,-0.095323061
LOC105670152,-0.132579919
LOC105670153,0.028858512
LOC105670154,0.240532889
LOC105670155,-0.064999669
LOC105670156,-0.177110953
LOC105670157,-0.06445334
LOC105670158,0.030809478
LOC105670159,0.312130774
LOC105670160,-0.153112016
LOC105670161,-0.268713775
LOC105670162,-0.124317316
LOC105670163,-0.026171247
LOC105670164,-0.060041014
LOC105670165,0.097099888
LOC105670166,-0.297929635
LOC105670167,0.04772205
LOC105670168,0.542074748
LOC105670169,-0.183061586
LOC105670170,0.006944792
LOC105670171,0.284864529
LOC105670172,-0.511414751
LOC105670173,0.68744963
LOC105670174,0.341890446
LOC105670175,-0.40491196
LOC105670176,-0.149927422
LOC105670177,-1.402595934
LOC105670178,0.528043426
LOC105670179,-0.489309222
LOC105670180,0.022609433
LOC105670181,0.415185467
LOC105670182,-0.153745471
LOC105670183,-0.369140811
LOC105670184,-0.149629457
LOC105670185,0.566985965
LOC105670187,-0.325276313
LOC105670188,0.627185658
LOC105670189,0.252994269
LOC105670190,0.078423384
LOC105670191,-1.00930045
LOC105670192,0.379072541
LOC105670193,0.668596167
LOC105670194,0.503925185
LOC105670195,0.303540361
LOC105670197,-0.045678921
LOC105670198,-0.270960175
LOC105670199,-0.379070569
LOC105670200,0.43485213
LOC105670201,0.280136276
LOC105670202,-0.113217054
LOC105670203,0.4562158
LOC105670204,0.58391976
LOC105670205,0.612225511
LOC105670206,0.131089905
LOC105670207,0.919805551
LOC105670208,0.394920216
LOC105670209,0.445745045
LOC105670210,0.440060037
LOC105670211,0.157529295
LOC105670212,0.618683854
LOC105670213,0.05083158
LOC105670214,0.271675399
LOC105670215,0.412679128
LOC105670216,0.584593919
LOC105670217,0.256374656
LOC105670218,0.288280821
LOC105670219,-0.043552058
LOC105670220,-0.279114166
LOC105670221,-0.010047559
LOC105670222,0.205427605
LOC105670223,0.417823954
LOC105670224,-0.507424615
LOC105670225,0.048612574
LOC105670226,0.182438952
LOC105670227,-0.034505748
LOC105670228,-0.127498749
LOC105670229,0.534914416
LOC105670230,-0.164665158
LOC105670231,0.42183499
LOC105670232,-0.180658336
LOC105670233,-0.285966099
LOC105670234,-0.269818676
LOC105670235,0.434080201
LOC105670236,-0.336425974
LOC105670237,0.278955417
LOC105670238,-0.851733792
LOC105670240,-0.337299855
LOC105670241,-0.467509777
LOC105670242,-0.213811266
LOC105670243,0.277972231
LOC105670244,-0.031885963
LOC105670245,-0.156183959
LOC105670246,0.488057442
LOC105670247,0.677450821
LOC105670248,0.565625765
LOC105670249,0.607589807
LOC105670250,-0.166628118
LOC105670251,0.385023446
LOC105670252,-0.339399974
LOC105670253,0.047568595
LOC105670254,-0.38263384
LOC105670255,0.27551027
LOC105670256,-0.281005014
LOC105670257,-0.538575582
LOC105670258,0.195736478
LOC105670259,0.437275645
LOC105670260,0.421983639
LOC105670261,0.149152497
LOC105670262,-0.206567673
LOC105670263,-0.660836774
LOC105670264,-0.037716739
LOC105670265,0.570141034
LOC105670266,0.291852263
LOC105670267,0.238972369
LOC105670268,-0.067106833
LOC105670269,-0.477526226
LOC105670270,0.167912354
LOC105670271,-0.020642115
LOC105670272,0.198999481
LOC105670273,0.253536262
LOC105670274,0.04875842
LOC105670275,0.109437966
LOC105670276,-0.347317871
LOC105670277,-0.362047406
LOC105670278,0.517674042
LOC105670279,0.122155475
LOC105670280,-0.197017041
LOC105670281,0.029816869
LOC105670282,0.183620278
LOC105670283,-0.158961178
LOC105670284,-0.143096347
LOC105670285,-0.023343901
LOC105670286,-0.644943698
LOC105670287,0.22995511
LOC105670288,-0.49841577
LOC105670289,-0.96534783
LOC105670290,0.552641462
LOC105670291,-0.135435307
LOC105670292,0.472828677
LOC105670293,-0.477282212
LOC105670294,-0.430260953
LOC105670295,-0.067997249
LOC105670296,-0.494208721
LOC105670297,0.97047471
LOC105670298,0.186859701
LOC105670299,0.050340203
LOC105670300,-0.49479069
LOC105670301,0.445435914
LOC105670302,0.05908977
LOC105670303,0.086515768
LOC105670304,0.267754901
LOC105670305,-0.686542508
LOC105670306,-0.014997247
LOC105670307,0.071692596
LOC105670308,-0.17317179
LOC105670309,-0.180181653
LOC105670310,0.254085276
LOC105670311,0.067952811
LOC105670312,0.49883935
LOC105670313,-0.089424069
LOC105670314,-0.026312314
LOC105670315,-0.195388787
LOC105670316,0.10995923
LOC105670317,0.035147956
LOC105670318,-0.008240514
LOC105670319,-0.401065141
LOC105670320,0.223395766
LOC105670321,-0.057967948
LOC105670322,0.214659795
LOC105670324,-0.032957196
LOC105670325,-0.058643115
LOC105670326,-0.007415614
LOC105670327,-0.238759612
LOC105670328,0.009028655
LOC105670329,0.251531791
LOC105670330,0.190734189
LOC105670332,0.744071941
LOC105670333,-0.047756968
LOC105670334,-0.023996104
LOC105670335,0.39713501
LOC105670336,0.158418096
LOC105670337,-0.208226691
LOC105670338,0.115342027
LOC105670339,-0.770108151
LOC105670340,0.03098677
LOC105670341,0.179086374
LOC105670342,-0.269412749
LOC105670343,0.266096061
LOC105670344,-0.707369806
LOC105670345,-0.109919116
LOC105670346,-0.13236299
LOC105670347,-0.376927636
LOC105670348,-0.000871684
LOC105670349,0.265129916
LOC105670350,-0.307846457
LOC105670351,0.503291944
LOC105670352,0.217657024
LOC105670353,-0.419046928
LOC105670354,0.150878345
LOC105670355,0.221738773
LOC105670356,-0.186314824
LOC105670357,0.296207887
LOC105670358,-0.17785504
LOC105670359,0.409053288
LOC105670360,0.343418283
LOC105670361,-0.281019157
LOC105670362,-0.099948188
LOC105670363,0.307954999
LOC105670364,-0.083440973
LOC105670365,-0.107511923
LOC105670366,0.557139475
LOC105670367,0.292453171
LOC105670368,0.018199404
LOC105670369,0.683370923
LOC105670370,0.389728223
LOC105670371,-0.435298672
LOC105670372,-0.357888064
LOC105670373,0.640845046
LOC105670374,0.281283483
LOC105670375,0.763683964
LOC105670376,0.229822964
LOC105670377,0.413935287
LOC105670378,-0.353571669
LOC105670379,-0.484770195
LOC105670380,0.217729122
LOC105670381,0.062459021
LOC105670382,-0.274366686
LOC105670383,-0.150797659
LOC105670384,-0.147924026
LOC105670385,-0.040892075
LOC105670386,0.164516929
LOC105670387,0.456684474
LOC105670388,-0.13714848
LOC105670389,-0.442461795
LOC105670390,0.08018615
LOC105670391,0.340742802
LOC105670392,-1.636020008
LOC105670393,-0.123684838
LOC105670394,0.541650455
LOC105670395,-0.266774853
LOC105670396,0.237541861
LOC105670397,-0.286559627
LOC105670398,-0.225025219
LOC105670399,0.015755304
LOC105670400,0.235732331
LOC105670402,-0.020800116
LOC105670403,0.963868652
LOC105670404,-0.003368083
LOC105670405,0.270860439
LOC105670406,0.314645109
LOC105670407,0.085291343
LOC105670408,0.199462756
LOC105670409,0.237541861
LOC105670410,0.215635741
LOC105670411,0.630029869
LOC105670412,0.431701773
LOC105670413,0.523308108
LOC105670414,0.560371795
LOC105670415,0.171069117
LOC105670416,0.017735708
LOC105670417,-0.372409359
LOC105670418,0.090086714
LOC105670419,-0.705676279
LOC105670420,-0.32771146
LOC105670422,-0.232805933
LOC105670423,0.098812175
LOC105670424,0.410069124
LOC105670425,-0.707972969
LOC105670426,0.468045352
LOC105670427,-0.037298534
LOC105670428,0.125611623
LOC105670429,-0.062655685
LOC105670430,-0.392927119
LOC105670431,-1.025316874
LOC105670432,0.514023124
LOC105670433,0.287628749
LOC105670434,-0.132713052
LOC105670435,-0.091199067
LOC105670436,-0.609160294
LOC105670437,0.268260258
LOC105670438,0.585591565
LOC105670440,-0.269730624
LOC105670441,-0.256097371
LOC105670442,0.053993325
LOC105670443,0.505283838
LOC105670444,-1.688247847
LOC105670445,0.555919784
LOC105670446,-0.032487335
LOC105670447,-0.457714291
LOC105670448,0.276962251
LOC105670449,0.131734968
LOC105670450,0.348189791
LOC105670451,-0.042686323
LOC105670452,-1.187245057
LOC105670453,0.396000042
LOC105670454,0.282127608
LOC105670455,-0.392288964
LOC105670456,-0.197587014
LOC105670457,0.286530021
LOC105670458,-0.151537457
LOC105670459,0.502155606
LOC105670460,-0.089387194
LOC105670461,0.394738458
LOC105670462,0.268021387
LOC105670463,-0.003732161
LOC105670464,-0.156257343
LOC105670465,-0.266603627
LOC105670466,0.330212946
LOC105670467,0.554903288
LOC105670468,0.317424909
LOC105670469,-0.514504667
LOC105670470,0.438974955
LOC105670471,0.230600372
LOC105670472,-0.047225344
LOC105670473,0.783992907
LOC105670474,0.536161365
LOC105670475,0.543806668
LOC105670476,0.170224965
LOC105670477,-0.206420791
LOC105670478,-0.39775422
LOC105670479,-0.040896343
LOC105670480,0.199784798
LOC105670481,-0.155161704
LOC105670482,0.189540657
LOC105670483,0.566795685
LOC105670484,0.215551602
LOC105670485,0.258114272
LOC105670486,0.27434781
LOC105670487,0.169906733
LOC105670488,0.3686177
LOC105670489,0.373956129
LOC105670490,0.415285598
LOC105670491,-0.12236221
LOC105670492,0.155577909
LOC105670493,-0.210350211
LOC105670494,-0.109656706
LOC105670495,0.525534324
LOC105670496,0.617115944
LOC105670497,-0.033563301
LOC105670498,-0.757466411
LOC105670499,-0.402347032
LOC105670500,0.494032759
LOC105670501,-0.190709039
LOC105670502,0.494912979
LOC105670503,-0.117177625
LOC105670504,0.747647215
LOC105670505,0.820329423
LOC105670506,0.52573783
LOC105670507,0.005655301
LOC105670508,0.136432132
LOC105670509,0.233833094
LOC105670510,0.590435103
LOC105670511,0.472456683
LOC105670512,0.215593096
LOC105670513,0.222412249
LOC105670514,-0.019193669
LOC105670515,0.072970676
LOC105670516,0.294892544
LOC105670517,0.192606752
LOC105670518,-0.864513558
LOC105670520,0.133839892
LOC105670521,0.475257939
LOC105670522,-0.152329131
LOC105670523,-0.072617957
LOC105670524,-0.181744541
LOC105670525,0.074870719
LOC105670526,0.11528281
LOC105670527,-0.317878216
LOC105670528,0.314095616
LOC105670529,0.322641797
LOC105670530,0.525712435
LOC105670531,0.01274758
LOC105670532,-0.043842214
LOC105670533,-0.144768188
LOC105670534,-0.03589807
LOC105670535,-0.10833397
LOC105670536,0.399054424
LOC105670537,0.252302395
LOC105670538,0.092593936
LOC105670539,0.462196906
LOC105670540,0.418623765
LOC105670541,-3.78994262
LOC105670542,0.14346924
LOC105670543,-0.304439074
LOC105670544,0.140412334
LOC105670545,0.087033985
LOC105670546,0.027269765
LOC105670547,-0.255038075
LOC105670548,0.763072155
LOC105670549,-0.346094925
LOC105670550,-0.346542289
LOC105670551,0.506577483
LOC105670552,0.215177718
LOC105670553,-0.427643769
LOC105670554,0.398496054
LOC105670555,0.803849689
LOC105670556,-0.410866323
LOC105670557,0.252857725
LOC105670558,-0.14228213
LOC105670559,-0.416250169
LOC105670560,0.384169185
LOC105670561,-0.339445021
LOC105670562,-0.095982992
LOC105670564,0.556954386
LOC105670565,0.592441059
LOC105670566,0.525198857
LOC105670567,-0.060718177
LOC105670568,0.426798548
LOC105670569,-0.081626012
LOC105670570,-0.216260922
LOC105670571,0.247274789
LOC105670572,-0.487515475
LOC105670573,-0.374536055
LOC105670574,0.055159605
LOC105670575,0.054940495
LOC105670576,0.068453717
LOC105670577,-0.084127221
LOC105670578,0.193979766
LOC105670579,0.169755054
LOC105670580,-0.106570374
LOC105670581,-0.193759025
LOC105670582,-0.012263078
LOC105670583,-0.117533505
LOC105670584,0.494988748
LOC105670585,0.325076312
LOC105670586,-0.134259725
LOC105670587,0.127297855
LOC105670588,0.111523646
LOC105670589,0.043904303
LOC105670590,0.423359897
LOC105670591,-0.194424586
LOC105670592,0.084135733
LOC105670593,0.307897564
LOC105670594,-0.105641166
LOC105670595,0.336942571
LOC105670596,0.20137575
LOC105670597,0.399395356
LOC105670598,0.593660711
LOC105670599,0.731676707
LOC105670600,-0.40212597
LOC105670601,0.188184604
LOC105670602,0.184039372
LOC105670603,0.114043343
LOC105670604,0.272504628
LOC105670605,0.161259035
LOC105670606,0.276258021
LOC105670607,-0.453536806
LOC105670608,-0.073664077
LOC105670609,-0.177750734
LOC105670610,0.491851665
LOC105670611,-0.507225064
LOC105670612,0.800536872
LOC105670613,-0.253553462
LOC105670614,-0.292171069
LOC105670615,0.0254169
LOC105670616,0.13230827
LOC105670617,-0.150700013
LOC105670618,0.11454067
LOC105670619,0.672584752
LOC105670620,0.194338099
LOC105670621,-0.282085764
LOC105670622,-0.472184718
LOC105670623,0.041457204
LOC105670624,-0.11935725
LOC105670625,0.501754717
LOC105670626,0.272697324
LOC105670627,-0.219051524
LOC105670628,0.404523063
LOC105670629,0.414872852
LOC105670630,-0.156708004
LOC105670631,0.803181184
LOC105670632,-0.097331077
LOC105670633,0.316114974
LOC105670634,-0.576147395
LOC105670635,0.06731648
LOC105670636,-0.200622227
LOC105670637,-0.549629672
LOC105670638,0.311420694
LOC105670639,-0.131986498
LOC105670640,0.345415935
LOC105670641,0.219806649
LOC105670642,0.103763181
LOC105670643,0.232727256
LOC105670644,-0.388136888
LOC105670645,-0.162508558
LOC105670646,0.152024796
LOC105670647,0.374071073
LOC105670648,-0.037215057
LOC105670649,0.526884689
LOC105670650,0.109824865
LOC105670651,-0.038414223
LOC105670652,-0.020879248
LOC105670653,0.108371002
LOC105670654,0.08762489
LOC105670655,-0.59806806
LOC105670656,-0.096784592
LOC105670657,0.620047418
LOC105670658,-0.098857889
LOC105670659,0.090482921
LOC105670660,0.174811332
LOC105670661,0.275132555
LOC105670662,0.028712143
LOC105670663,0.0981424
LOC105670664,0.002962755
LOC105670665,0.61343572
LOC105670666,0.090036388
LOC105670667,-0.086432334
LOC105670668,-0.694428908
LOC105670669,-1.299349783
LOC105670670,-0.005909451
LOC105670671,-0.210601207
LOC105670672,-0.369795899
LOC105670673,0.053990927
LOC105670674,0.462932333
LOC105670675,0.335777395
LOC105670676,0.142137162
LOC105670677,0.024958586
LOC105670678,0.033564054
LOC105670679,0.676993623
LOC105670680,0.255590637
LOC105670681,0.653624924
LOC105670682,0.587671853
LOC105670683,0.527956527
LOC105670684,0.34686562
LOC105670685,-0.981684153
LOC105670686,0.468142523
LOC105670687,-0.018430709
LOC105670688,0.672416682
LOC105670689,0.568003038
LOC105670690,0.471675753
LOC105670691,0.349047983
LOC105670692,0.569430214
LOC105670693,0.527956527
LOC105670694,-0.196587571
LOC105670695,-0.316604187
LOC105670696,0.44799198
LOC105670697,0.476656501
LOC105670698,0.551508845
LOC105670699,0.48314469
LOC105670700,0.615031632
LOC105670701,-0.392603732
LOC105670702,-0.178322155
LOC105670703,0.316279264
LOC105670704,0.442636512
LOC105670705,0.316515493
LOC105670706,-0.272822538
LOC105670707,-0.238731398
LOC105670708,-0.169940983
LOC105670709,0.392991088
LOC105670710,0.00629515
LOC105670711,-0.308565916
LOC105670712,-0.252136449
LOC105670713,-0.089945575
LOC105670714,0.009374443
LOC105670715,-0.180442351
LOC105670716,0.212675965
LOC105670717,-0.346219281
LOC105670718,0.669824428
LOC105670719,0.338901423
LOC105670720,0.413967093
LOC105670721,0.416898704
LOC105670722,-0.716861718
LOC105670723,-0.21878283
LOC105670724,0.367391187
LOC105670725,0.01906394
LOC105670726,-0.713618157
LOC105670727,-0.069432188
LOC105670728,0.579932518
LOC105670729,-0.584750176
LOC105670730,-0.255808947
LOC105670731,-0.057181737
LOC105670732,0.325076312
LOC105670734,-0.273784976
LOC105670735,0.262205098
LOC105670736,0.037819358
LOC105670737,-0.33870365
LOC105670738,0.451559259
LOC105670739,0.364279844
LOC105670740,-0.347210738
LOC105670741,0.655833087
LOC105670742,0.00957262
LOC105670743,0.173989391
LOC105670744,0.07083821
LOC105670745,0.193990909
LOC105670746,0.017735708
LOC105670747,-0.12151078
LOC105670748,-0.017560193
LOC105670749,0.256055705
LOC105670750,0.046239915
LOC105670751,0.336729003
LOC105670752,0.531182118
LOC105670753,0.23032149
LOC105670754,0.370671882
LOC105670755,0.542653674
LOC105670756,-0.393935178
LOC105670757,0.631404136
LOC105670759,-0.394584683
LOC105670760,0.186287522
LOC105670761,0.303085461
LOC105670762,-0.037952348
LOC105670763,0.530945581
LOC105670764,0.394972053
LOC105670765,-0.285207169
LOC105670766,-0.647600723
LOC105670767,0.746343143
LOC105670769,-0.67700068
LOC105670771,-0.3952105
LOC105670772,-0.143719983
LOC105670773,0.224127747
LOC105670774,0.275235013
LOC105670775,0.279547324
LOC105670777,0.139865541
LOC105670779,-0.17508224
LOC105670780,-0.520388203
LOC105670781,0.022435017
LOC105670782,0.630028778
LOC105670783,-0.087906679
LOC105670784,0.124746943
LOC105670785,0.072299739
LOC105670788,0.333497414
LOC105670789,0.224434776
LOC105670790,0.54076557
LOC105670791,0.009824131
LOC105670792,0.319449916
LOC105670793,0.2626856
LOC105670794,0.307426597
LOC105670795,0.576653085
LOC105670796,-0.33265308
LOC105670797,0.585518068
LOC105670798,0.58910756
LOC105670799,0.617833395
LOC105670800,0.175325625
LOC105670801,0.504252564
LOC105670802,0.167841163
LOC105670804,0.379120462
LOC105670805,0.676903276
LOC105670806,0.400550644
LOC105670807,0.189619356
LOC105670808,0.261030164
LOC105670809,0.334533768
LOC105670810,0.225984396
LOC105670811,0.696431265
LOC105670812,0.511411379
LOC105670813,0.422516552
LOC105670814,0.310981291
LOC105670815,0.514071775
LOC105670816,0.293566821
LOC105670817,0.500157998
LOC105670818,0.319664894
LOC105670819,0.145561365
LOC105670820,0.025856151
LOC105670821,0.143071113
LOC105670822,0.307999442
LOC105670823,-0.16907843
LOC105670824,-0.175751924
LOC105670825,0.026885955
LOC105670826,0.041991701
LOC105670827,0.342658621
LOC105670828,0.514829181
LOC105670829,0.823261641
LOC105670830,-0.266461618
LOC105670831,-0.228549468
LOC105670832,0.228941073
LOC105670833,-0.142630985
LOC105670834,0.022875064
LOC105670835,0.222052206
LOC105670836,0.557399294
LOC105670837,0.23759215
LOC105670838,0.393546536
LOC105670839,-0.25950687
LOC105670840,0.04864637
LOC105670841,0.525113789
LOC105670842,0.345661542
LOC105670843,0.417799886
LOC105670844,0.288642366
LOC105670845,0.476045322
LOC105670846,0.074323514
LOC105670847,0.099881386
LOC105670848,0.377523652
LOC105670849,0.112618551
LOC105670850,0.275870946
LOC105670851,0.620624562
LOC105670852,-0.476492348
LOC105670853,0.249988211
LOC105670854,0.218199768
LOC105670855,-0.355497595
LOC105670856,-0.256124064
LOC105670857,0.616051726
LOC105670858,1.181546557
LOC105670859,-0.938707336
LOC105670860,0.175135011
LOC105670861,0.189747532
LOC105670862,-0.228521386
LOC105670863,-0.350117508
LOC105670864,0.120737353
LOC105670865,-0.990230327
LOC105670866,-1.445146648
LOC105670867,0.194078665
LOC105670868,0.047319705
LOC105670869,0.553298746
LOC105670870,-0.127853787
LOC105670871,-0.252117417
LOC105670872,-0.328474892
LOC105670873,0.4256718
LOC105670874,0.249197791
LOC105670875,0.457546916
LOC105670876,0.446035665
LOC105670877,0.383374519
LOC105670878,-0.581066643
LOC105670879,-0.651662564
LOC105670880,0.446870824
LOC105670881,-0.13529223
LOC105670882,0.105984289
LOC105670883,-0.041259132
LOC105670884,0.528191064
LOC105670885,0.393062906
LOC105670886,-0.114632287
LOC105670887,-0.057850372
LOC105670888,-0.26031729
LOC105670889,0.010370703
LOC105670890,0.018034965
LOC105670891,0.128749823
LOC105670892,-0.304575267
LOC105670893,0.073326197
LOC105670894,0.004869878
LOC105670895,0.419332672
LOC105670896,0.140203796
LOC105670897,-0.989699177
LOC105670898,-0.24520924
LOC105670899,-0.411963368
LOC105670900,-0.028207649
LOC105670901,0.530956159
LOC105670902,-0.219289004
LOC105670903,0.071877546
LOC105670904,0.400140937
LOC105670905,0.380881499
LOC105670906,1.145971815
LOC105670907,-0.00358648
LOC105670908,0.143600607
LOC105670909,-0.079856466
LOC105670910,0.434844797
LOC105670911,0.163537821
LOC105670912,0.400884885
LOC105670913,-0.622387652
LOC105670914,0.089876977
LOC105670915,0.696001728
LOC105670916,-0.044848769
LOC105670917,0.560659534
LOC105670918,0.084088183
LOC105670919,0.298553923
LOC105670920,0.237541861
LOC105670921,0.257532355
LOC105670922,0.157263584
LOC105670923,0.296817982
LOC105670924,-0.554669251
LOC105670925,-0.048206981
LOC105670926,0.228135589
LOC105670927,-0.325981152
LOC105670928,0.034313428
LOC105670929,0.486666616
LOC105670930,0.818023104
LOC105670931,0.686579115
LOC105670932,-0.231544593
LOC105670933,-0.286771781
LOC105670934,-0.115204923
LOC105670935,0.115972345
LOC105670936,0.360503451
LOC105670937,-0.520956986
LOC105670938,0.040099876
LOC105670939,0.161702884
LOC105670940,0.588407647
LOC105670941,-0.238584304
LOC105670942,-0.487844553
LOC105670943,0.092506322
LOC105670944,0.035315952
LOC105670945,0.355697423
LOC105670946,0.231947198
LOC105670947,0.396781159
LOC105670948,0.157198655
LOC105670949,-0.040862226
LOC105670950,0.149150708
LOC105670951,0.20986491
LOC105670952,0.392886355
LOC105670953,0.301510451
LOC105670954,0.486575373
LOC105670955,0.405787279
LOC105670956,-0.335486329
LOC105670957,-0.096998525
LOC105670958,0.411968836
LOC105670959,-0.15279805
LOC105670960,-0.17725845
LOC105670962,-0.048616919
LOC105670963,0.590630317
LOC105670964,-0.209964142
LOC105670965,0.120363391
LOC105670966,0.36607986
LOC105670967,0.381239692
LOC105670968,0.464121045
LOC105670970,-0.229049779
LOC105670972,0.318325068
LOC105670973,0.238693864
LOC105670974,-0.60858654
LOC105670975,0.073909723
LOC105670976,0.896437691
LOC105670977,0.613941654
LOC105670978,0.403321361
LOC105670979,0.266761377
LOC105670980,-0.20378335
LOC105670981,-0.18513032
LOC105670982,0.122708264
LOC105670983,0.639424486
LOC105670984,0.715047563
LOC105670985,-0.220702774
LOC105670986,-0.193526497
LOC105670987,-0.266483341
LOC105670988,-0.66022024
LOC105670989,-0.156497072
LOC105670990,0.279812924
LOC105670991,-0.108722197
LOC105670992,-0.503118816
LOC105670993,0.178521728
LOC105670994,-0.49127665
LOC105670995,0.935065534
LOC105670996,-1.758674255
LOC105670997,0.36372297
LOC105670998,-0.086509459
LOC105670999,-0.021806636
LOC105671000,-0.383452083
LOC105671001,0.42249178
LOC105671002,0.346298411
LOC105671003,0.034025969
LOC105671004,0.429549413
LOC105671005,-0.469512959
LOC105671006,0.034069458
LOC105671007,-0.377422257
LOC105671008,0.048789527
LOC105671009,0.393450407
LOC105671010,0.300143769
LOC105671011,0.418511232
LOC105671012,0.245011023
LOC105671013,0.530486086
LOC105671014,0.492065812
LOC105671015,-0.462428676
LOC105671016,0.033583381
LOC105671017,-0.026033972
LOC105671018,0.187483537
LOC105671019,-0.533696974
LOC105671020,-0.35848998
LOC105671021,0.013930998
LOC105671022,0.098243492
LOC105671023,-0.223653079
LOC105671024,-0.333254547
LOC105671025,-0.312070877
LOC105671026,0.330448267
LOC105671027,0.607606791
LOC105671028,0.188845449
LOC105671029,0.514575372
LOC105671030,-0.119359175
LOC105671031,0.246769522
LOC105671032,0.129372825
LOC105671033,0.598302488
LOC105671034,0.493799759
LOC105671035,0.128456662
LOC105671036,-0.061138869
LOC105671037,0.008319874
LOC105671038,-0.134071169
LOC105671039,0.013228321
LOC105671040,-0.114456374
LOC105671041,-0.179318045
LOC105671042,0.353753274
LOC105671043,0.605818491
LOC105671044,-0.237808046
LOC105671045,0.034843144
LOC105671046,-0.215471153
LOC105671047,0.292925901
LOC105671048,0.251911152
LOC105671049,0.345763387
LOC105671050,-0.317248427
LOC105671051,-0.753003887
LOC105671052,0.053439656
LOC105671053,0.169253547
LOC105671054,0.755587558
LOC105671055,0.271361218
LOC105671056,0.41237726
LOC105671057,0.237541861
LOC105671058,0.178719219
LOC105671059,-0.492402792
LOC105671060,-0.307048259
LOC105671061,-0.159373071
LOC105671062,-0.05806514
LOC105671063,-0.008997987
LOC105671064,-0.184240368
LOC105671065,0.172793547
LOC105671066,0.072220154
LOC105671067,0.252537973
LOC105671068,0.363079444
LOC105671069,0.346016976
LOC105671070,0.083876073
LOC105671071,0.205568458
LOC105671072,-0.126886697
LOC105671073,0.046533988
LOC105671074,-0.061999345
LOC105671075,0.167632658
LOC105671076,0.109362734
LOC105671077,0.666836028
LOC105671078,-0.242470562
LOC105671079,0.386012887
LOC105671080,-0.347249101
LOC105671081,-0.552966739
LOC105671082,-0.266220394
LOC105671083,0.118338613
LOC105671084,-0.461997284
LOC105671085,-0.317907448
LOC105671086,0.043776552
LOC105671087,-0.432933403
LOC105671088,-0.284822952
LOC105671089,0.192017575
LOC105671090,-0.129286199
LOC105671091,0.212231959
LOC105671092,-0.250655054
LOC105671093,0.215885822
LOC105671094,-0.082827899
LOC105671095,0.047829859
LOC105671096,-0.056035845
LOC105671097,-0.477137381
LOC105671098,0.630346895
LOC105671099,-3.040045738
LOC105671100,0.410839146
LOC105671101,0.236551032
LOC105671102,-0.541432544
LOC105671103,-0.327501331
LOC105671104,-0.354486665
LOC105671105,0.314118262
LOC105671106,-0.2174432
LOC105671107,0.182506986
LOC105671108,-0.333556576
LOC105671109,-0.410373982
LOC105671110,0.23553692
LOC105671111,0.062878456
LOC105671112,0.242083633
LOC105671113,0.576358311
LOC105671114,-0.259517649
LOC105671115,0.352191917
LOC105671116,0.378777327
LOC105671117,0.380577054
LOC105671118,0.084266782
LOC105671119,0.0461693
LOC105671120,0.298341911
LOC105671121,0.144043335
LOC105671122,0.215614096
LOC105671123,0.269738618
LOC105671124,0.242151417
LOC105671125,0.004407203
LOC105671126,0.253613913
LOC105671127,-0.30550164
LOC105671128,-0.062664908
LOC105671129,0.024088034
LOC105671130,0.462303378
LOC105671131,-0.351665
LOC105671132,0.690144491
LOC105671134,-0.067361384
LOC105671135,-0.167095232
LOC105671136,0.016005988
LOC105671137,-0.25901507
LOC105671138,-0.199542371
LOC105671139,0.560085269
LOC105671140,-0.314858259
LOC105671141,0.534257154
LOC105671144,0.418201081
LOC105671145,-0.779864445
LOC105671146,-0.229719178
LOC105671147,-0.057190428
LOC105671148,0.049948266
LOC105671149,0.515756805
LOC105671150,0.354374951
LOC105671151,0.567988718
LOC105671152,0.420204594
LOC105671153,0.194279463
LOC105671154,0.435309422
LOC105671155,0.608960273
LOC105671156,0.576209852
LOC105671157,0.20856596
LOC105671158,0.268732876
LOC105671159,-0.310595344
