Locus_ID,log2FoldChange
LOC105674627,0.444226522
LOC105674628,0.239346722
LOC105674629,-0.662656922
LOC105674630,-0.614032454
LOC105674631,0.418935507
LOC105674632,0.217185662
LOC105674633,-0.360370543
LOC105674634,0.219880117
LOC105674635,0.178252243
LOC105674636,0.056544884
LOC105674637,0.33054085
LOC105674638,0.501011068
LOC105674639,0.243196694
LOC105674640,-0.337996205
LOC105674641,0.459219904
LOC105674642,0.214419339
LOC105674643,0.402974352
LOC105674644,0.276578141
LOC105674645,0.303449041
LOC105674646,0.174349086
LOC105674647,0.188256899
LOC105674648,-0.166031472
LOC105674649,-0.250189752
LOC105674650,0.289960715
LOC105674651,0.333260654
LOC105674652,0.09514154
LOC105674653,-0.01752705
LOC105674654,-0.052000752
LOC105674655,0.299389383
LOC105674656,0.432018621
LOC105674657,0.686083532
LOC105674658,0.498490817
LOC105674659,-0.093199142
LOC105674660,0.369329434
LOC105674661,-0.132247905
LOC105674662,0.138255272
LOC105674663,0.03661561
LOC105674664,0.245562493
LOC105674665,0.183638416
LOC105674666,0.609143677
LOC105674667,0.506885551
LOC105674668,0.439286835
LOC105674669,0.19194169
LOC105674670,0.149152497
LOC105674671,-0.081936581
LOC105674672,0.085303543
LOC105674673,-0.181881058
LOC105674674,-0.340261169
LOC105674675,-0.153489449
LOC105674676,0.014066528
LOC105674677,-0.688215505
LOC105674678,-0.151937768
LOC105674679,-0.043961744
LOC105674680,0.369553201
LOC105674681,-0.069809916
LOC105674682,0.241618679
LOC105674683,-0.171576929
LOC105674684,0.311332298
LOC105674685,0.69302643
LOC105674686,0.229302873
LOC105674687,0.237803121
LOC105674688,0.32966454
LOC105674689,-0.023639581
LOC105674690,-0.376777923
LOC105674691,-0.271504905
LOC105674692,-0.39373245
LOC105674693,0.439636585
LOC105674694,0.278919143
LOC105674695,0.005183845
LOC105674696,-0.161938672
LOC105674697,-0.334763749
LOC105674698,0.051992821
LOC105674699,0.14853836
LOC105674700,0.0133106
LOC105674701,0.156926221
LOC105674702,-0.039992541
LOC105674703,0.898561066
LOC105674704,0.746279928
LOC105674705,1.349419203
LOC105674706,1.284008945
LOC105674707,0.149152497
LOC105674708,0.23378893
LOC105674709,0.068877371
LOC105674710,0.760547933
LOC105674711,0.715584668
LOC105674712,1.436368236
LOC105674713,0.230700078
LOC105674714,0.14922481
LOC105674715,0.028727684
LOC105674716,0.222123847
LOC105674719,0.830537283
LOC105674720,1.459537878
LOC105674721,-0.129456136
LOC105674722,0.4623113
LOC105674723,0.448989316
LOC105674724,0.051929069
LOC105674725,0.239750295
LOC105674726,0.151125325
LOC105674727,0.058879681
LOC105674728,0.254742642
LOC105674729,0.57041544
LOC105674730,-0.323370748
LOC105674731,-0.202521536
LOC105674732,0.278443777
LOC105674733,-0.121577372
LOC105674734,0.138193918
LOC105674735,0.270455043
LOC105674736,0.628576937
LOC105674737,-0.375294743
LOC105674738,-0.223635965
LOC105674739,-0.098229585
LOC105674740,0.125272406
LOC105674741,0.376174997
LOC105674742,0.244622278
LOC105674743,0.150067451
LOC105674744,-0.012726856
LOC105674745,0.523912771
LOC105674746,0.525965344
LOC105674747,0.254020626
LOC105674748,0.078466851
LOC105674749,0.108666453
LOC105674750,0.294375038
LOC105674751,-0.17301599
LOC105674752,0.264633829
LOC105674753,-0.049293335
LOC105674755,-0.321735262
LOC105674756,0.339316408
LOC105674757,-0.086599641
LOC105674758,-0.054780078
LOC105674759,0.546957972
LOC105674760,0.817185684
LOC105674761,-0.189843495
LOC105674762,-0.058554807
LOC105674763,0.502197692
LOC105674764,-0.096878981
LOC105674765,0.177916237
LOC105674766,-0.213507443
LOC105674767,-0.183622589
LOC105674768,-0.11619736
LOC105674769,-0.107182149
LOC105674770,0.165003798
LOC105674771,0.148015052
LOC105674772,-0.224088867
LOC105674773,0.176025173
LOC105674774,0.097572485
LOC105674775,0.20969989
LOC105674776,-0.152144579
LOC105674777,-0.352774535
LOC105674778,-0.111109197
LOC105674779,0.343420413
LOC105674780,-0.310366025
LOC105674781,0.198296042
LOC105674782,-0.65193085
LOC105674783,0.41237726
LOC105674784,0.216263501
LOC105674785,0.6044537
LOC105674786,0.457793311
LOC105674787,0.465363151
LOC105674788,0.418997279
LOC105674789,0.524447019
LOC105674790,0.409529943
LOC105674791,0.292032525
LOC105674792,-0.417853138
LOC105674793,-0.312903905
LOC105674794,0.13704001
LOC105674795,0.124000728
LOC105674796,0.042430723
LOC105674797,0.234241687
LOC105674798,0.611837314
LOC105674799,0.282794968
LOC105674800,-0.069404847
LOC105674801,0.394559554
LOC105674802,0.497338727
LOC105674803,0.281826397
LOC105674804,0.309537736
LOC105674805,0.402917137
LOC105674806,0.304624136
LOC105674807,0.358867094
LOC105674808,0.505376471
LOC105674809,0.496326572
LOC105674810,0.408937458
LOC105674811,0.412741962
LOC105674812,0.580237952
LOC105674813,0.186613794
LOC105674814,0.549871433
LOC105674815,0.249788597
LOC105674816,-0.146650238
LOC105674817,-0.346315003
LOC105674818,0.364136422
LOC105674819,0.088637125
LOC105674820,-0.085656488
LOC105674821,0.156538728
LOC105674822,-0.510154148
LOC105674823,-0.03424073
LOC105674824,0.167713471
LOC105674825,0.052193679
LOC105674826,-0.482718776
LOC105674827,0.487144059
LOC105674828,-0.153888416
LOC105674829,0.575057183
LOC105674830,0.167657356
LOC105674831,0.127987495
LOC105674832,-0.028298823
LOC105674833,-0.422465508
LOC105674834,-0.281990711
LOC105674835,0.236061126
LOC105674836,-0.064656525
LOC105674837,-0.043633777
LOC105674838,0.440786618
LOC105674839,-0.191567728
LOC105674840,0.016676965
LOC105674841,-0.079682958
LOC105674842,-0.226180714
LOC105674843,-0.404429772
LOC105674844,-0.036240708
LOC105674845,-0.474715052
LOC105674846,0.227051754
LOC105674847,0.042862138
LOC105674848,-0.123982059
LOC105674849,-0.451780983
LOC105674850,0.804673409
LOC105674851,0.021238398
LOC105674852,-0.082488225
LOC105674853,-0.282553887
LOC105674854,-0.372603455
LOC105674855,0.35133978
LOC105674856,0.237742222
LOC105674857,-0.188749717
LOC105674858,0.310354167
LOC105674859,0.154403716
LOC105674861,0.635236677
LOC105674862,0.010289854
LOC105674863,0.042894383
LOC105674864,0.352962039
LOC105674865,0.378385418
LOC105674866,-0.346950827
LOC105674867,0.139922933
LOC105674868,0.232411182
LOC105674869,0.259844104
LOC105674870,-0.273290404
LOC105674871,-0.005793317
LOC105674872,-0.172537809
LOC105674873,-1.018336311
LOC105674874,-0.041930971
LOC105674875,0.10973363
LOC105674876,0.183588167
LOC105674877,0.520583627
LOC105674878,-0.339709078
LOC105674879,0.065153184
LOC105674880,-0.002349918
LOC105674881,0.134202832
LOC105674882,-0.132102411
LOC105674883,-0.418052425
LOC105674884,-0.089025861
LOC105674886,-0.376813951
LOC105674887,0.327786246
LOC105674888,-0.25703077
LOC105674889,-0.283052775
LOC105674890,-0.079660874
LOC105674891,0.641576033
LOC105674892,0.818811162
LOC105674893,0.376099276
LOC105674894,0.424853542
LOC105674895,0.534282618
LOC105674896,0.573683833
LOC105674898,-0.468270854
LOC105674899,-0.372669736
LOC105674900,-0.415330164
LOC105674901,-0.187172315
LOC105674902,-0.072353717
LOC105674903,0.263095049
LOC105674904,-0.368849563
LOC105674905,0.12938605
LOC105674906,0.105465207
LOC105674907,0.148133947
LOC105674908,0.430958696
LOC105674909,0.240806544
LOC105674910,-0.19805541
LOC105674911,0.032744596
LOC105674912,0.271620602
LOC105674913,0.615296386
LOC105674914,0.243601162
LOC105674915,-0.618797906
LOC105674916,0.245993776
LOC105674917,-0.411746605
LOC105674918,-0.057808056
LOC105674919,0.217133396
LOC105674920,-0.316022411
LOC105674921,-0.137712944
LOC105674922,0.095040111
LOC105674923,0.637256192
LOC105674924,0.066792085
LOC105674925,0.458606002
LOC105674926,0.636423189
LOC105674927,-0.001509482
LOC105674929,0.496704133
LOC105674930,0.145603192
LOC105674931,0.396038072
LOC105674932,0.377283334
LOC105674933,0.101249024
LOC105674934,0.161524235
LOC105674935,-0.643498402
LOC105674936,0.081581327
LOC105674937,-0.132645212
LOC105674938,0.581359899
LOC105674939,0.077391955
LOC105674940,0.302958033
LOC105674941,0.351537722
LOC105674942,0.526402541
LOC105674943,-0.155921922
LOC105674944,0.092198422
LOC105674945,0.395690547
LOC105674946,0.21889141
LOC105674947,-0.421091454
LOC105674948,-0.798370096
LOC105674949,-0.176713429
LOC105674950,-0.760787661
LOC105674951,0.153617016
LOC105674952,0.136354951
LOC105674953,-0.086854172
LOC105674954,0.390552945
LOC105674955,0.18278186
LOC105674956,0.123678096
LOC105674957,-0.359940991
LOC105674958,-0.220318341
LOC105674959,0.032158285
LOC105674960,-0.550810087
LOC105674961,0.198155127
LOC105674962,0.3266861
LOC105674963,0.226993326
LOC105674964,0.077656611
LOC105674965,0.100138466
LOC105674966,0.278272521
LOC105674967,0.277899862
LOC105674968,0.041821302
LOC105674969,0.080642629
LOC105674970,-0.179417636
LOC105674971,0.246234696
LOC105674972,0.532265333
LOC105674973,-0.483425285
LOC105674974,-0.388534687
LOC105674975,0.37135301
LOC105674976,0.08023604
LOC105674977,-0.048275668
LOC105674978,0.305655295
LOC105674979,0.412529138
LOC105674980,0.140201717
LOC105674981,0.428729063
LOC105674982,-0.047867321
LOC105674983,-0.03616571
LOC105674984,-0.495858183
LOC105674985,0.549871433
LOC105674986,0.090086714
LOC105674987,0.534245481
LOC105674988,0.375448492
LOC105674989,0.326124939
LOC105674990,-0.140667339
LOC105674991,0.305436085
LOC105674992,-0.217499534
LOC105674993,0.044689517
LOC105674994,0.161469279
LOC105674995,0.073577761
LOC105674996,0.63544441
LOC105674997,-0.17104915
LOC105674998,0.501331187
LOC105674999,0.333564177
LOC105675000,-0.575097221
LOC105675001,-0.356119712
LOC105675002,-0.413283048
LOC105675003,0.016972306
LOC105675004,-0.43320004
LOC105675005,-0.057790571
LOC105675006,-0.190818365
LOC105675007,0.303948037
LOC105675008,0.684285991
LOC105675009,0.372166723
LOC105675010,-0.29499904
LOC105675012,0.14075484
LOC105675013,-0.213420107
LOC105675014,0.351334119
LOC105675015,-0.31236433
LOC105675016,0.217117021
LOC105675017,0.595018603
LOC105675018,-0.968719577
LOC105675019,0.221504374
LOC105675020,-0.03822186
LOC105675021,0.074038621
LOC105675022,0.356140816
LOC105675023,0.09519609
LOC105675024,0.043597323
LOC105675025,0.531859234
LOC105675027,-0.117513265
LOC105675028,0.367008662
LOC105675029,-0.222856006
LOC105675030,-0.741895124
LOC105675031,-0.160783091
LOC105675032,0.019393563
LOC105675033,-0.221865676
LOC105675034,-0.110710269
LOC105675035,0.323272422
LOC105675036,0.34813676
LOC105675037,0.284916305
LOC105675038,-0.431362495
LOC105675039,0.244506892
LOC105675040,0.268862386
LOC105675041,-0.348677211
LOC105675042,-0.450877043
LOC105675043,0.100466327
LOC105675044,-0.489335654
LOC105675045,0.216432136
LOC105675046,-0.112483333
LOC105675047,0.549234898
LOC105675048,-0.249582319
LOC105675049,0.118083801
LOC105675050,0.503742614
LOC105675051,0.377633944
LOC105675053,-0.045153802
LOC105675054,-0.426664707
LOC105675055,0.364584648
LOC105675056,0.097366577
LOC105675057,-2.059204125
LOC105675058,-0.183586401
LOC105675059,-0.563212614
LOC105675060,-0.147169951
LOC105675061,-0.27693978
LOC105675062,1.172774145
LOC105675063,0.0219538
LOC105675064,0.478909873
LOC105675065,0.567298477
LOC105675066,0.362230655
LOC105675067,0.600079376
LOC105675068,0.500059856
LOC105675069,0.507440222
LOC105675070,-0.063085247
LOC105675071,-0.331868467
LOC105675072,-0.20941667
LOC105675073,-0.533877943
LOC105675074,0.259450491
LOC105675075,-0.265635478
LOC105675076,0.184524183
LOC105675077,0.449897726
LOC105675078,-0.094252365
LOC105675079,-0.80953559
LOC105675080,0.046070895
LOC105675081,-0.392771355
LOC105675082,0.070879785
LOC105675083,0.168101594
LOC105675084,0.09114707
LOC105675085,-0.225255257
LOC105675086,0.335621939
LOC105675087,-0.107661764
LOC105675088,0.331130972
LOC105675089,-0.170333357
LOC105675090,-0.510081987
LOC105675091,0.231650791
LOC105675092,0.334412003
LOC105675093,0.278666099
LOC105675094,0.425391751
LOC105675095,0.683439763
LOC105675096,0.553015049
LOC105675097,-0.457301193
LOC105675098,0.219697494
LOC105675100,0.828252964
LOC105675101,-0.336167193
LOC105675102,0.576666486
LOC105675103,-0.304408558
LOC105675104,0.320243986
LOC105675105,1.926661657
LOC105675106,0.352823924
LOC105675107,0.183392234
LOC105675108,0.17013095
LOC105675109,-0.356314759
LOC105675110,-0.193738568
LOC105675111,0.010656409
LOC105675112,-0.478862999
LOC105675113,0.234171523
LOC105675114,0.054351456
LOC105675115,0.188832036
LOC105675116,0.119775934
LOC105675117,-0.02091643
LOC105675118,0.260323716
LOC105675119,0.1948403
LOC105675120,0.688726162
LOC105675121,0.485143281
LOC105675122,-0.559119545
LOC105675123,-1.253729106
LOC105675124,0.150446126
LOC105675125,-0.122146711
LOC105675126,0.403402406
LOC105675127,-0.000299691
LOC105675128,-0.358404706
LOC105675129,-0.771594676
LOC105675130,-0.255757891
LOC105675131,0.557741064
LOC105675132,-0.055066989
LOC105675133,0.11889034
LOC105675134,0.275607954
LOC105675135,0.145908985
LOC105675136,-0.072754381
LOC105675137,0.268432241
LOC105675138,-0.682522668
LOC105675139,0.433892538
LOC105675140,-0.167704969
LOC105675141,0.080718987
LOC105675142,-0.002760689
LOC105675143,0.250568912
LOC105675144,0.004287453
LOC105675145,0.054389621
LOC105675146,-0.268761544
LOC105675147,-0.115655203
LOC105675148,0.14139508
LOC105675149,-0.55642275
LOC105675150,-0.437311708
LOC105675151,0.073876085
LOC105675153,-0.36282833
LOC105675154,-0.394341617
LOC105675155,0.059765818
LOC105675156,0.54207369
LOC105675157,0.202923701
LOC105675158,-0.00516239
LOC105675159,-0.41959832
LOC105675160,-0.100490622
LOC105675161,0.489734479
LOC105675162,0.510786599
LOC105675163,-0.179917279
LOC105675164,-0.235072802
LOC105675165,0.114432984
LOC105675166,-0.357523176
LOC105675167,-0.220879179
LOC105675168,0.086907681
LOC105675169,-0.710272115
LOC105675170,0.080331446
LOC105675171,0.190704291
LOC105675172,0.148940985
LOC105675173,-0.087651613
LOC105675174,0.276800679
LOC105675175,0.484489711
LOC105675176,0.076292222
LOC105675177,-0.107564
LOC105675178,0.263434286
LOC105675179,-0.155592403
LOC105675180,0.169342495
LOC105675181,0.0950396
LOC105675182,-0.282700611
LOC105675183,-0.090574187
LOC105675184,-0.027633046
LOC105675185,0.007255667
LOC105675186,0.219215447
LOC105675187,0.58102352
LOC105675188,0.471325512
LOC105675189,0.002152483
LOC105675190,-0.617410355
LOC105675191,-0.120345706
LOC105675192,-0.27556889
LOC105675193,0.5155061
LOC105675194,0.143958446
LOC105675195,0.462969376
LOC105675196,-0.458509445
LOC105675197,-1.023055308
LOC105675198,-0.318558773
LOC105675199,0.377115551
LOC105675200,0.037410437
LOC105675201,1.02633169
LOC105675202,1.28466368
LOC105675203,0.529184574
LOC105675204,0.352299615
LOC105675205,0.48247793
LOC105675206,0.342988749
LOC105675207,0.295937933
LOC105675208,0.134097195
LOC105675209,0.299047413
LOC105675210,0.439417988
LOC105675211,0.240595889
LOC105675212,0.260830555
LOC105675213,0.044862774
LOC105675214,-0.279796558
LOC105675215,-0.225964486
LOC105675216,0.271391115
LOC105675217,0.382416126
LOC105675218,-0.093348045
LOC105675219,-0.560358731
LOC105675220,-0.460404106
LOC105675221,0.411241861
LOC105675222,0.122138019
LOC105675223,0.102041054
LOC105675224,-0.152251669
LOC105675225,-0.163973952
LOC105675226,0.15230595
LOC105675227,0.55783672
LOC105675228,0.090086714
LOC105675229,0.066301454
LOC105675230,0.271361218
LOC105675231,-0.073379877
LOC105675232,0.563007125
LOC105675233,-0.693190777
LOC105675234,-0.018209054
LOC105675235,0.021031398
LOC105675236,-0.00859416
LOC105675237,0.050762693
LOC105675238,-0.457728711
LOC105675239,0.47504315
LOC105675240,0.578746729
LOC105675241,0.509415438
LOC105675242,0.697291184
LOC105675243,-0.008627733
LOC105675244,0.468175352
LOC105675245,0.152558898
LOC105675246,0.248718092
LOC105675247,0.471424793
LOC105675248,0.104933855
LOC105675249,0.002068163
LOC105675250,-0.116163537
LOC105675251,0.334169355
LOC105675252,0.104521668
LOC105675253,0.254641142
LOC105675254,-0.177507562
LOC105675255,0.239282839
LOC105675256,0.346946307
LOC105675257,-0.557345649
LOC105675258,0.964662471
LOC105675259,-0.837550561
LOC105675260,-0.449643679
LOC105675261,-0.395023914
LOC105675262,-0.032841863
LOC105675263,0.20007585
LOC105675264,0.139845284
LOC105675265,0.339084846
LOC105675266,0.0139705
LOC105675267,0.626718051
LOC105675268,-0.222383243
LOC105675269,0.355958709
LOC105675270,-0.091945644
LOC105675271,0.271286347
LOC105675272,0.677171159
LOC105675273,0.332940341
LOC105675274,0.596071198
LOC105675275,0.712561161
LOC105675276,0.107669271
LOC105675278,0.751950456
LOC105675279,0.032219195
LOC105675280,-0.065090606
LOC105675281,0.533769033
LOC105675282,0.100181699
LOC105675283,0.800412275
LOC105675284,0.636236836
LOC105675286,0.323695924
LOC105675287,0.387245868
LOC105675288,0.195427091
LOC105675289,0.276428863
LOC105675290,-0.074500692
LOC105675291,-0.06324532
LOC105675292,0.239665998
LOC105675293,-0.017409232
LOC105675294,0.310348113
LOC105675295,0.201015805
LOC105675296,0.508027168
LOC105675297,0.198715729
LOC105675298,0.097384602
LOC105675299,0.289159209
LOC105675300,0.409151266
LOC105675301,0.326350708
LOC105675302,0.176340138
LOC105675303,0.376983115
LOC105675304,0.291105182
LOC105675305,0.242289185
LOC105675306,0.257754601
LOC105675307,0.409593158
LOC105675308,0.438159636
LOC105675309,0.223511515
LOC105675310,0.562763048
LOC105675311,0.375317846
LOC105675312,-0.26390494
LOC105675313,0.64010507
LOC105675314,0.240583484
LOC105675315,0.522800219
LOC105675316,-0.134555967
LOC105675317,-0.685621478
LOC105675318,-0.06020502
LOC105675319,0.205532915
LOC105675320,0.23247669
LOC105675321,0.035650188
LOC105675322,0.340926652
LOC105675323,-0.239363042
LOC105675324,0.291624107
LOC105675325,-0.122216045
LOC105675326,0.026977731
LOC105675327,0.178451893
LOC105675328,0.313519471
LOC105675329,0.15603227
LOC105675330,-0.084521494
LOC105675331,0.426366437
LOC105675332,0.06667237
LOC105675333,0.355958709
LOC105675334,-0.347678359
LOC105675335,0.260920043
LOC105675336,-0.137665913
LOC105675337,-0.235682499
LOC105675338,-0.28650516
LOC105675339,-0.105542415
LOC105675340,0.105725383
LOC105675341,0.814477027
LOC105675342,0.037072208
LOC105675343,-0.505677606
LOC105675344,-0.559528174
LOC105675345,-0.150126044
LOC105675346,-0.116205216
LOC105675348,-0.010208556
LOC105675349,0.217747289
LOC105675350,-0.106638258
LOC105675351,-0.291418865
LOC105675352,0.090478728
LOC105675353,0.248738534
LOC105675354,-0.282038863
LOC105675355,0.374223118
LOC105675356,0.378207244
LOC105675357,-0.376401497
LOC105675358,-0.269013832
LOC105675359,0.017735708
LOC105675360,-0.258668544
LOC105675361,-0.087912404
LOC105675362,0.468070215
LOC105675363,0.061237037
LOC105675364,0.694640533
LOC105675365,-0.0610291
LOC105675366,-0.574814621
LOC105675367,-0.551779415
LOC105675368,0.436240524
LOC105675369,0.54083727
LOC105675370,-0.180546443
LOC105675371,0.46776536
LOC105675372,-0.478125366
LOC105675373,0.302135573
LOC105675375,-0.445635528
LOC105675376,0.271361218
LOC105675377,0.136292767
LOC105675378,0.337889454
LOC105675379,-0.281455272
LOC105675380,-0.272777391
LOC105675381,0.355775359
LOC105675382,0.051502971
LOC105675383,-0.336693506
LOC105675384,-0.351671679
LOC105675385,-0.289293891
LOC105675386,-0.060057902
LOC105675387,0.127651447
LOC105675388,-0.364093637
LOC105675389,-0.151899484
LOC105675390,0.103526779
LOC105675391,0.522841556
LOC105675392,0.352072195
LOC105675393,0.289912912
LOC105675394,0.066985359
LOC105675395,-0.187556159
LOC105675396,-0.612790998
LOC105675397,-0.082089277
LOC105675398,-0.128008285
LOC105675399,-0.069680498
LOC105675400,-0.194417351
LOC105675401,0.31861931
LOC105675402,0.518835147
LOC105675403,0.411259076
LOC105675404,0.349973465
LOC105675405,0.392271043
LOC105675406,-0.283422914
LOC105675407,0.185206144
LOC105675408,0.141038664
LOC105675409,-0.367024811
LOC105675410,0.217458595
LOC105675411,0.217533068
LOC105675412,-0.150000608
LOC105675413,0.066181927
LOC105675414,0.187574234
LOC105675415,-0.438645982
LOC105675416,-0.34741658
LOC105675417,-0.138212992
LOC105675418,-0.330551936
LOC105675419,0.663329521
LOC105675420,0.619486182
LOC105675421,-0.058622674
LOC105675422,0.080987393
LOC105675423,0.18790365
LOC105675424,-0.132033167
LOC105675425,0.187818728
LOC105675426,-0.470525603
LOC105675427,-0.43841237
LOC105675428,-0.051527274
LOC105675429,0.203937913
LOC105675430,0.367592433
LOC105675431,0.373436441
LOC105675432,0.013487574
LOC105675433,0.467835278
LOC105675434,-0.301297447
LOC105675436,-0.287601943
LOC105675437,-0.256926976
LOC105675438,0.412794503
LOC105675439,0.692971293
LOC105675440,0.536601473
LOC105675441,-0.318153492
LOC105675442,1.027730485
LOC105675443,-0.177797734
LOC105675444,-0.384938517
LOC105675445,-0.176167412
LOC105675446,0.014426285
LOC105675447,-0.257496448
LOC105675448,-0.333157296
LOC105675449,-1.485896434
LOC105675450,0.101711176
LOC105675451,0.065599689
LOC105675452,-0.110055663
LOC105675453,0.517433761
LOC105675454,-0.218122223
LOC105675455,0.136252025
LOC105675456,-0.228860457
LOC105675457,0.465264186
LOC105675458,-0.450673205
LOC105675459,0.253489725
LOC105675460,-0.005662715
LOC105675461,0.166908644
LOC105675462,0.178100536
LOC105675463,0.39116271
LOC105675464,0.062383301
LOC105675465,0.224423321
LOC105675466,-0.329776394
LOC105675467,0.235690358
LOC105675468,0.754334835
LOC105675469,0.13001238
LOC105675470,0.104833465
LOC105675471,0.163352548
LOC105675472,0.383190698
LOC105675473,-0.068582974
LOC105675474,0.34624401
LOC105675475,-0.068786223
LOC105675476,0.180537235
LOC105675477,-1.013696621
LOC105675478,0.126034826
LOC105675479,0.097539952
LOC105675480,0.084388674
LOC105675481,0.656880214
LOC105675482,-0.442374995
LOC105675483,0.073469774
LOC105675484,0.146076807
LOC105675485,0.348659376
LOC105675486,0.462595243
LOC105675487,0.718037653
LOC105675488,0.348825614
LOC105675489,0.589691104
LOC105675490,0.340809192
LOC105675491,0.697428402
LOC105675492,0.383190698
LOC105675493,0.50088527
LOC105675494,0.745890041
LOC105675495,0.157448828
LOC105675496,0.3599059
LOC105675497,0.378515999
LOC105675498,0.36607986
LOC105675499,0.406724163
LOC105675500,0.471689499
LOC105675501,0.415765693
LOC105675502,0.3370729
LOC105675503,0.198808764
LOC105675504,0.487986402
LOC105675505,0.261268564
LOC105675506,0.270983113
LOC105675507,0.686574556
LOC105675509,0.555845243
LOC105675510,0.44330493
LOC105675511,0.46749745
LOC105675513,-0.554902065
LOC105675514,-0.211381674
LOC105675515,-0.541738395
LOC105675516,0.272224631
LOC105675517,-0.305021173
LOC105675518,0.334962602
LOC105675519,-0.567070158
LOC105675520,-0.088846969
LOC105675521,0.539547358
LOC105675522,0.102762409
LOC105675523,-0.19122066
LOC105675524,0.129716771
LOC105675525,0.085336592
LOC105675526,0.327336407
LOC105675528,0.138243472
LOC105675529,0.214973413
LOC105675530,0.599671074
LOC105675531,0.385712708
LOC105675532,0.305856082
LOC105675533,0.238321297
LOC105675534,0.07954271
LOC105675535,-0.026679603
LOC105675536,0.140896723
LOC105675537,-0.2524487
LOC105675538,0.55039063
LOC105675539,0.421580955
LOC105675540,0.412428559
LOC105675541,-0.080077285
LOC105675542,0.335575913
LOC105675543,0.927740855
LOC105675544,-0.404346321
LOC105675545,-0.466174415
LOC105675546,-0.369852571
LOC105675547,0.225749493
LOC105675548,-0.248664962
LOC105675549,0.145453569
LOC105675550,-0.459688427
LOC105675551,-0.246051947
LOC105675552,0.169657551
LOC105675553,0.071946486
LOC105675554,0.659107004
LOC105675555,0.438910879
LOC105675556,0.571832933
LOC105675557,0.247614163
LOC105675558,0.444644459
LOC105675559,-0.022502009
LOC105675560,0.078070977
LOC105675561,-0.481924332
LOC105675562,0.656433433
LOC105675563,-0.029533073
LOC105675564,0.182745176
LOC105675565,-0.077621023
LOC105675566,-0.291900913
LOC105675567,-0.248472077
LOC105675568,-0.104023734
LOC105675569,0.034299921
LOC105675570,-0.048330929
LOC105675571,-0.160794703
LOC105675572,0.133214941
LOC105675573,0.025177326
LOC105675574,0.050134878
LOC105675575,0.446556914
LOC105675576,-0.232883328
LOC105675577,0.022957727
LOC105675578,0.245141861
LOC105675579,0.184256888
LOC105675580,-0.11307092
LOC105675581,-0.193691313
LOC105675582,-0.257602843
LOC105675583,0.241938745
LOC105675584,-0.307919224
LOC105675585,-0.103615686
LOC105675586,0.581854144
LOC105675587,-0.084508324
LOC105675588,-0.162047917
LOC105675589,-0.117211872
LOC105675590,-0.08684645
LOC105675591,0.250116242
LOC105675592,-0.040521401
LOC105675593,-0.198747549
LOC105675594,0.177596622
LOC105675595,0.078277987
LOC105675596,0.325076312
LOC105675597,0.023748428
LOC105675598,-0.369621718
LOC105675599,0.108225615
LOC105675600,-0.524129189
LOC105675601,0.249471928
LOC105675602,-0.234428821
LOC105675603,0.428941081
LOC105675604,0.270056342
LOC105675605,-0.039781307
LOC105675606,-0.071264477
LOC105675607,-0.932378503
LOC105675608,-0.144190628
LOC105675609,0.189538934
LOC105675610,0.140395532
LOC105675611,0.111691512
LOC105675612,0.238866966
LOC105675613,-0.169481896
LOC105675614,0.349908935
LOC105675615,-0.106401289
LOC105675616,-0.558854552
LOC105675617,0.178764216
LOC105675618,-0.024964651
LOC105675619,0.240532889
LOC105675620,0.471814098
LOC105675621,0.079102468
LOC105675622,0.319519977
LOC105675623,0.090086714
LOC105675624,-0.965249016
LOC105675625,0.16323623
LOC105675626,0.601621531
LOC105675628,0.344963438
LOC105675629,0.556851925
LOC105675630,0.479959271
LOC105675631,0.362811698
LOC105675632,0.105094379
LOC105675633,0.183906417
LOC105675634,0.271361218
LOC105675635,0.017735708
LOC105675636,0.237541861
LOC105675637,0.233528184
LOC105675638,0.352810615
LOC105675639,0.380811179
LOC105675640,0.243635523
LOC105675641,-0.352168988
LOC105675642,0.703230071
LOC105675643,-0.265257834
LOC105675644,0.35165219
LOC105675645,0.271361218
LOC105675646,0.445584116
LOC105675647,0.384037242
LOC105675648,0.136767848
LOC105675649,0.191343587
LOC105675650,0.056457957
LOC105675651,0.476030153
LOC105675652,0.06330212
LOC105675653,0.405044547
LOC105675654,0.167296482
LOC105675655,0.703483675
LOC105675656,0.345491177
LOC105675657,0.334510889
LOC105675658,0.384645565
LOC105675659,0.552537844
LOC105675660,0.33056783
LOC105675661,0.549670567
LOC105675662,0.383454652
LOC105675663,0.396708153
LOC105675664,0.73290253
LOC105675665,0.213887253
LOC105675666,0.388523075
LOC105675667,0.490215222
LOC105675668,0.66561539
LOC105675669,0.346746976
LOC105675670,-0.282569598
LOC105675671,0.610477455
LOC105675672,0.44157119
LOC105675674,-0.272761931
LOC105675675,-0.208959035
LOC105675676,-0.542544845
LOC105675677,0.308519224
LOC105675678,-0.187338117
LOC105675679,-2.281530826
LOC105675680,0.569513794
LOC105675681,-0.265958243
LOC105675682,-0.243999954
LOC105675683,-0.120748259
LOC105675684,-0.205748034
LOC105675685,0.016451392
LOC105675686,-0.132429408
LOC105675687,0.082095395
LOC105675688,0.185213959
LOC105675689,0.026396696
LOC105675691,0.336085954
LOC105675692,0.765886929
LOC105675693,0.083416309
LOC105675694,0.424949297
LOC105675695,-0.347877443
